RegionName,City,State,Metro,CountyName,SizeRank,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
Campbell Park,Anchorage,AK,Anchorage,Anchorage Borough,1335,,,,,,,,,,,,,,225500,226950,229450,229900,231450,233750,233750,237950,236950,239000,237150,236450,239900,237900,239900,239900,249900,249900,248000,265500,248000,230100,230000,230000,224950,222400,229900,229000,229450,229450,229000,226250,223000,218000,219900,210000,234500,237000,239900,237000,233500,239000,238500,239000,245000,241000
South-West Coconut Grove,Miami,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,1336,,,,799000,799000,760000,819000,799450,849000,857000,875000,850000,799000,849950,844500,969500,940000,840000,840000,847000,899000,899000,909950,849500,899000,884500,870000,840000,840000,882500,840000,840000,889000,889000,844500,850000,850000,875000,875000,900999,899000,879000,849500,907000,898500,995000,995000,899000,899900,899000,962000,975000,995000,1095000,994000,994500,1050000,1199000,1199000
Mount Vernon Square,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510000,547500,543250,574900,599000,574900,557000,529500,539000,520000,534450,550000,580000,575000,522450,520000,542450,554950,569950,567450,555000,598750,598750
Lauderdale Manors,Fort Lauderdale,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,1338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175000,179400,179950,175000,176000,179900,185000,199900,199900,189000,199900,203000,199900,2.00E+05,199900,201500,199950,207250,209250,209500,217500,219950,227100,230000
Delaware Trail,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220000,225000,230000,220000,215000,226950,226950,219000,209510,216450,190960,192920,212500,249000,249900,250000,246000,248450,244900,248900
Carondelet,Saint Louis,MO,St. Louis,Saint Louis City,1340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,124900,119000,104950,1.00E+05,111250,122750,122000,115000,119450,114950,116950,104900,109900
Woodruff,Logan,UT,Logan,Cache County,1341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247900,244900,232000,231999.5,238450,239900,247400,248900,214500,219900,229900,239950,249900,249950,254500,244900,252200,252200,252200
Central Oak Park,Saint Petersburg,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,1342,,,,,,,,,,,,,,,,130950,139700,144900,148900,142500,139900,145000,147700,149950,154900,165000,159900,167636,185000,205000,180000,177353.5,169900,179450,175000,175000,174450,184000,188500,199000,205000,199900,199900,199950,191000,179000,186950,189000,192400,199000,215000,205000,204900,213400,212400,205000,215000,205000,208000
Cedar Hills,Cedar Rapids,IA,Cedar Rapids,Linn County,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158450,141000,142000,141500,139975,139975,138000,139500,139500,139000,143900,146950,148200,150000,145000,145975,144975,141450
Walnut Valley,Little Rock,AR,Little Rock-North Little Rock-Conway,Pulaski County,1343,139900,138900,133500,126747.5,125497.5,129950,122500,122000,139000,139900,139200,117375,133900,134500,134900,134997,131900,134977,127450,134964,138750,135500,137900,129250,133900,128950,137200,150000,149950,139900,128500,129900,129950,135000,132500,136450,145000,158450,149900,150000,145000,143500,147700,150000,147900,129000,117450,119900,139645,147450,150000,155000,153700,157500,159700,159500,159700,159900,145000
Union Street,Schenectady,NY,Albany-Schenectady-Troy,Schenectady County,1345,121500,119900,119900,119950,129900,129450,129900,129900,129250,128450,122000,119900,119900,119900,119900,125450,124900,129900,129900,128553.5,129000,124900,119900,119900,119900,123000,124900,129000,132400,135000,129900,126950,126950,126500,127850,127800,127000,133200,132400,132450,135000,135000,139900,127400,124900,124400,119900,119900,124750,129900,129900,138400,143000,149900,156950,150000,149900,147650,135000
Near Northside,Indianapolis,IN,Indianapolis-Carmel-Anderson,Marion County,1346,,,,,,,,,,,,,,,,,316000,317250,321250,324900,329900,334450,322450,324900,324900,359500,350000,349950,349950,356950,389000,350000,350000,369000,374900,350000,350000,350000,350000,350000,349900,359900,384900,375000,377500,389900,399899,389900,375000,375000,367450,369900,352450,375000,375000,371472.5,369900,375497.5,373747.5
Sugarmill Woods,Homosassa,FL,Homosassa Springs,Citrus County,1347,159000,159400,156900,158700,157500,159200,159900,159950,164400,159900,160000,159900,161500,172400,169000,169900,169900,169900,176000,174950,175000,179625,179900,189775,188750,184900,179900,179900,189900,187512.5,189000,189500,189900,197750,207000,2.00E+05,199700,197400,199500,198900,203900,207500,209500,209999.5,209500,219900,219900,216450,218350,214900,216900,209900,209900,219950,215000,217500,218000,217500,219500
Central-Terry,Billings,MT,Billings,Yellowstone County,1348,149900,168500,179900,182450,181150,179950,188000,185000,185000,178500,175000,167800,159900,161400,168500,176700,179900,182950,177900,180000,180950,177900,179200,174500,172700,175000,177450,181900,184950,190000,189900,194700,194916,195000,194900,184900,175000,182450,186225,185000,189450,189900,189450,189900,185000,185000,185000,184950,180000,184900,186250,189900,197015,198900,189900,192500,192200,199900,199900
Cedar Hills,Jacksonville,FL,Jacksonville,Duval County,1349,,,,,,,,,,,,,,,,,95500,90250,78500,92350,94950,95000,96000,99500,103687,107950,108900,105225,110000,102400,105450,102950,104950,104900,111000,125500,115000,119000,112750,114950,115000,128200,125000,134900,130000,130000,131462.5,134425,129950,129900,133212.5,133500,129500,120000,127447,135000,139450,145000,142000
South Central,Raleigh,NC,Raleigh,Wake County,1350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390000,399000,399950,410900,407900,399900,404950,410900,419000,432400,425000,399900,384900,380000,419900,389900,382400,379900,377450,359900,355950,331950,350210,353495,353495
Arrowhead,San Bernardino,CA,Riverside-San Bernardino-Ontario,San Bernardino County,1351,210000,214950,220000,227000,224900,224900,225000,221250,222500,225000,229900,229450,225000,220000,229900,230450,235000,239950,241900,248750,245000,248500,245000,235000,243500,255000,263250,245000,250000,255000,265000,259999.5,255000,260000,251193,250450,269900,274944,269900,279950,280000,280000,269900,272450,284900,275000,269900,265000,269000,284900,288950,290000,288450,289999,290000,292500,283225,299999,309900
Harford-Echodale - Perring Parkway,Baltimore,MD,Baltimore-Columbia-Towson,Baltimore City,1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219000,199950,204950,194950,199200,199900,194700,189900,194900,192400,192450,192200,199900,197450,199900,189900
Natomas Park,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445000,444500,449000,440000,430000,424000,419000,422000,419000,427999,439000,441950,430000,432500,440000,431000,429500,427000,427000,437900,449500,455000,450000,449250,449000,449949.5,450000,449000,429500,450000,449000
Baldwin Harbor,Baldwin,NY,New York-Newark-Jersey City,Nassau County,1354,419500,412000,399499.5,399000,415000,399000,417000,434000,424000,429000,415000,412000,429000,429500,419000,415000,409000,429500,424000,429000,419000,399000,399000,395000,399000,419000,419000,424000,443450,449000,469000,467000,456950,459500,456500,449900,447000,425000,449000,459000,450000,449000,475000,475000,477000,469000,459000,459000,468500,466500,475000,495000,474888,497000,489000,493500,487999,494000,486500
